a,b,opcode,faulty_result,fault_type
1083896705,2325257237,3,3399155605,0
1472682415,3237662849,4,3609037102,1
327195943,3222186624,0,1399976615,2
872568680,435500339,4,771187291,0
1887794145,1384206245,0,3540435847,1
4024172767,1047140220,1,776345691,2
1923621861,2057061877,4,137651730,1
1634066882,176328469,2,33024,0
2571114034,232589595,2,155205906,1
1500005810,645889356,1,854116454,0
3345578638,2215564296,4,1130868358,0
1403926439,261454111,2,63189255,1
2284928016,3397822101,1,3182040443,1
2853274196,2491998249,1,361275947,0
3280012935,555695426,0,3835708361,0
1447475116,1644810692,1,3092285808,2
3486205599,4243918585,2,3435156888,2
241769756,4207944949,1,328792103,0
2356618776,2900515417,1,3751070655,0
1212596624,930576238,0,2143172862,0
4044133090,1002118519,4,3468136341,1
1869378014,706422612,3,2575800626,2
1025522042,3427339928,0,157894674,0
1509013427,28462339,1,1484221168,1
3036643945,1795666390,4,537362496,2
3355762832,1227606418,4,2167359746,1
2535234606,295713571,3,2545729327,0
2050422772,2655662652,2,3833382344,2
3057284204,1478864304,3,4265606652,0
713542485,3158304888,4,2528944941,1
3831018696,269532960,1,3561485736,0
1949426664,1980434412,2,1946242024,1
442485556,3304844937,3,3741298685,1
1983287276,4237387513,3,4139241469,1
143450385,3743381694,2,135028752,0
3165248121,2356979736,0,1227260561,0
2073945079,3817691335,4,4221434871,2
3166605433,1607870399,2,479592505,0
3267198597,237849372,3,3468525469,0
4019338463,2137193470,2,1862285535,1
36642564,1098434946,4,1129830022,0
1471753135,3485467295,0,662252110,1
515567933,133632783,2,112365837,1
4253706491,1983765996,3,4290772479,0
2916736091,595140934,0,3520331169,1
2922102876,1904009698,0,3747029438,2
379688237,3860181708,3,4139104237,0
157139218,29961475,2,55116050,1
3480256158,1357201825,3,3757408191,0
2852631124,1026988922,3,3208100734,0
1683606472,3028158568,0,3492266912,2
4119044843,3950824150,1,168220693,0
2991678564,1328547742,1,1663130822,0
3718930107,2241009163,0,1664971974,1
2199385094,620819786,4,2786459980,1
2711580739,4111243498,2,2701922370,0
1978067947,224940826,4,2022620401,1
1499277234,1865691102,1,3928553428,0
3772543681,2999670885,0,2477214506,1
3623914160,2280158735,4,1541996207,1
388462382,4290316031,3,388040238,2
819292513,1480051120,3,2021122547,1
1072931711,904271211,4,1242936848,1
3944894166,1421624233,0,1071616639,1
2853528148,2867396693,0,1425957289,1
2964620897,800571231,3,3216490367,0
1215686032,3870688973,4,2932073309,0
53222662,3807370437,2,3860593099,2
3275691142,2681938495,2,2199584774,0
1141366664,3175741050,2,2260592910,2
1237818259,3514568866,0,457419829,0
460412726,271001376,2,189411350,2
289335586,3876473550,2,17451043,1
164156179,3632286385,0,3796440516,1
739845464,3117748339,4,2512663611,1
2951830111,2143420415,2,767645791,1
641417036,3692911288,1,4196820468,2
442286388,2422775840,3,273186848,2
2447826979,1849288668,1,590147655,1
450333493,4200351476,2,4208971765,2
1902541282,2034185202,4,140069392,0
2098530810,1124914054,1,973616756,0
695808338,2340386326,1,2650389308,0
2717599299,3175997050,1,481728569,2
1753150928,315010853,3,2063532021,0
3450801819,2767373897,1,951863378,1
778335068,2958465632,3,3736800700,2
878701928,3123356788,2,873080032,1
3780056258,2191700997,2,2147693570,1
2446601251,3097253489,4,692615762,0
453576502,550254401,0,1003831167,1
3618954415,3326245004,1,292578339,1
2603431478,3286114439,1,3612284303,1
1050265469,3053938284,2,906053228,0
2316520980,3653839539,0,1675393223,0
3319101579,3122740340,4,2125743359,1
4168858864,4263498492,4,107376141,1
3993058524,3794654916,4,204253786,1
1207675791,345134377,2,76678409,1
977870708,2165231618,0,3143102326,0
3895002320,19574018,4,3909335506,1
3296193672,1451591085,3,3606572461,0
2491840553,977835892,2,1514004661,2
4022546655,412029745,2,142807056,1
4281299198,811437408,3,4286578174,0
106379532,3095417457,3,4096,2
2487490600,1198051214,4,71305224,2
1302531995,2145510399,4,843246692,0
3256180356,3727905980,0,3823241672,2
3714350778,3775667906,2,3238272658,1
4061195492,2672548926,2,2466303012,1
1165236106,2541953583,0,3707189309,1
510472508,398648111,1,2267696653,1
3461423260,1947388904,1,1514034356,0
2962576481,1336320927,1,1626255490,1
3765283008,4037718753,3,4042242785,0
341132584,3762231488,3,4101987816,0
3728374972,1744451023,4,3116386675,0
734375767,3288989832,1,1740353231,0
2096310265,2362208281,3,4244600825,0
2415393823,3698775736,0,1819202135,1
1747580368,2099527674,4,353225258,0
1247960468,3915568338,1,1627359426,0
3155423352,2367175706,3,822856802,2
1930147814,1851062748,2,1644179908,1
2727667269,2775500362,0,1208200335,0
3749166270,3245998210,3,3749690558,0
520839998,3522820259,4,3472006045,0
3461534876,1080059264,2,1077953664,0
3571233449,1538502583,3,1593819071,1
1004416887,1718903756,2,541336388,1
1421927337,2325316629,1,3730401212,2
1260107158,1094449026,3,1261172634,1
1020181881,3947418838,4,3615910319,0
4021949663,2119359484,1,1365719267,1
927452526,3025845864,2,876776552,0
3300964489,254185246,4,1810249621,1
2753846856,2810190415,0,1269069975,0
3153841783,510807356,0,2643034427,2
2036302322,2321384980,3,4009884638,2
304628004,3548057254,2,1051538046,2
2785213516,321347366,4,3039142762,0
3017783911,520852286,2,319525410,1
66281735,3841834697,4,3876511694,0
4282689790,2385531932,1,1628722402,1
2759587400,4161307376,2,1551070392,2
2389587996,3736309949,4,1356703905,0
60476679,2303936018,1,2364412697,2
1989433325,3512287906,1,1206753935,2
1846324188,1852401116,1,4288890368,0
670804815,1977296875,4,1512082612,1
2786664524,1756495313,0,248192541,0
3668026549,3970217689,1,3992776156,0
2468248102,3565938345,0,1739223247,1
866677095,1515140020,4,1638351827,1
2279457295,3492397216,0,1476887215,0
2407725087,2296222225,0,408980016,0
1803994583,3056461420,4,3718980539,0
484501817,1924700133,1,2854768980,0
3515092643,2282124304,4,1501723315,0
3025841768,3010115174,1,284162090,1
3423005336,2752071240,0,1880109280,0
417166129,2585538612,1,1590248185,1
89351434,3813669062,3,3890216398,1
215426841,1506738611,2,147259665,0
1808550871,4216579318,3,4225757175,0
1747088336,2472206374,1,3569849258,0
2092902393,3209308798,3,3287616903,2
447922997,891900266,0,1339823263,0
4193273587,2638193210,2,2570060338,0
3355460240,1823574489,3,3971075033,0
2514924587,1928653797,3,4160159727,0
1731453390,632588619,2,623935818,0
3807919301,2524601900,2,2188909572,0
336807720,1396246950,1,3235527042,1
2434100258,2928417373,4,3800650181,2
4239188729,4266100476,0,3132385781,1
3327495820,3064855149,3,2248509964,2
398712623,3597024940,2,375529004,1
507686716,1258789782,0,1766476498,0
268183327,3218418815,2,265561119,0
2615515703,402674992,0,3018190695,0
2412144671,2609515575,0,726692950,0
2593250357,161171731,0,2787977034,1
3658223284,1156340105,2,3740032957,2
2305933330,2526236205,3,2148614144,2
1536902583,2169589762,0,3706488249,1
4258419963,1127679366,0,1629059713,1
2706569282,1563946426,4,4234483192,0
1747936720,939837296,0,671368528,2
3742291134,860154726,4,3964288984,0
2013231599,2282139664,4,4294560255,0
4082321126,1493092785,1,2588966197,1
4198490356,2196676101,1,1997554431,1
2478405671,759807834,0,3238213505,0
3200297085,787623261,4,2418181416,1
236672796,77842697,0,158830099,2
3492845728,3328619660,3,3598105772,0
3397357204,790669150,1,2589910902,1
183059221,3575469738,0,3758397887,1
2042989555,338023208,3,268796704,2
3732597948,1367272354,2,1350232240,1
2635167290,535201599,1,2099964539,1
3321407115,3446148762,3,3455626907,0
3522707619,4271883005,3,4294951679,0
3271834246,2596609589,1,1573476539,2
258708766,1637105603,1,2916570459,0
3885643471,2146318335,3,4160534527,1
3211123326,1237875091,4,3064833005,1
3130909813,1472410543,4,3982415834,0
1633043394,2491329576,2,4118736874,2
52777222,3112676467,1,3382502547,1
558675778,1165154186,1,3688488888,1
1183140237,2222916616,2,3406056853,2
2414208031,3403068053,1,3313972106,1
85808906,3947385558,4,433390644,2
1727477709,923646830,0,2651124539,0
2179188739,1526364085,2,14827521,0
117103373,740896600,3,788266847,1
2695997505,1509951924,0,2058466805,1
423344434,4112778986,0,241156124,0
659473230,984835957,2,1073735551,2
2193719813,148832529,2,12648449,0
1832756698,1035644283,3,2109713915,0
2482806311,4074543333,2,1629488834,2
1179097484,2149824000,2,1073909760,1
556940610,1572670395,0,2129086717,1
3016272487,3510640290,4,3800599493,2
4020783327,3145355894,3,4277820094,1
2830870609,1279346072,4,1551524537,2
2744216135,3345230990,2,2197825542,0
3968212185,1368670627,2,1619267713,1
448336693,3722187963,0,4170524656,0
3900986065,1006498679,4,3545801126,1
3757010111,3855697099,4,977152116,0
3965016280,3983995610,1,4275987966,0
590701382,1207745935,2,53747982,1
887552873,264740639,2,80648969,1
1655218629,803026271,0,3532969764,1
3259089028,2766410313,2,2151677952,0
2955907680,309537572,0,3265445252,0
3356818064,1124608902,3,1073752704,2
1071998847,918346605,0,1185039084,1
1157805450,412320049,3,1574155707,1
2873493590,3153215607,3,3153479767,1
212580121,2477093927,4,2601501502,1
354033962,1501632435,2,318898466,1
1350276000,1232674706,3,1501274034,0
438509876,3569933481,2,268435488,0
1932824550,2038521843,0,3971346393,0
981938037,3902196945,4,3524393892,1
3007036006,1212468624,3,4219469814,0
670907215,442622260,0,1113529475,0
4154777839,2381956635,2,3047211019,1
616099657,3108427378,2,536921664,0
3422457495,3571607721,0,2694903360,1
1595324862,46410501,2,1641735363,2
1457393581,3815280326,1,4160655343,2
4127703788,691411282,2,604241984,1
3609947310,3992572635,1,4180777427,1
306051364,3088227440,4,2855232852,0
4096620264,1285789081,1,2810798415,1
1075317120,2447733283,0,3506273187,1
3965040344,1349447072,4,2615593272,2
4132265196,2215384584,0,2052682484,0
1858894813,2491202088,0,55129859,1
4116324586,741458776,2,621805640,1
2881277015,3873543885,0,2610848548,1
3953869527,2878043223,3,3953882839,0
3881859278,2772557386,3,2772457546,2
2324327445,1674832839,3,649494606,2
2613840951,690859858,2,155716754,1
4157213935,3121060980,3,4291730675,1
4118467306,2688344640,2,2688074304,0
1211190672,2598422581,0,3809613253,0
916117357,1810568663,4,1299302072,1
1856510429,1024682874,4,1404789478,1
1293477786,3845366986,0,1158718602,2
3424853656,1565081018,4,2439652128,1
2808908878,535669567,4,3095471953,1
1280297368,4024286943,0,1009617015,0
337909544,166201107,4,499912763,0
3137356406,73017608,4,3210374014,0
942706032,29708547,1,912866413,1
3193404028,1454472109,4,3907387857,0
3891380431,3247957635,3,3891783375,0
2713000515,3392957588,2,2150893568,0
1862416862,960357746,1,902059116,0
3714158778,3396697236,1,1387009062,1
2462270501,3028100200,1,650010701,2
117049101,1299507098,1,74450696,2
3685281975,1759463377,4,4084709222,1
2526832685,4096567016,3,4139577069,0
1900414946,1196270990,0,3096690000,1
2899534937,2221176840,2,678358097,2
2501382698,2909624410,4,1116039812,2
3309462666,3094730352,3,4252493562,1
2282971152,1388003749,1,894967403,0
34707204,549978433,4,584685125,0
1726939085,2372401690,1,3649504691,0
2082071544,2467032614,1,3910005202,1
1227929490,3404979861,0,337942055,0
3285252743,1664639430,1,1620613313,0
2935559773,3632990897,2,2290680337,0
2130003453,1648742340,1,481261113,0
160393491,1461803438,1,2993556325,1
3472486557,1588230077,2,1884256480,2
3937253589,2001627630,2,1644964036,0
3962759896,2727760965,2,2685550912,1
646763853,3639186609,0,4276999677,2
566287171,2884575831,3,2884631511,1
4105193193,711325524,3,3740660701,1
373109036,437018932,1,4231057400,0
3681705142,3824053447,0,3210791293,0
220600602,2368947738,2,2369216282,2
4065337572,977376628,1,3096365904,1
2366274586,4090680551,2,2164413442,0
3337969293,625854282,3,3963823575,2
2524317740,2172633602,2,2155216896,0
4043875554,378347821,4,3889014223,1
1469917615,1269862295,0,2739517766,1
548879681,3139533942,4,2609266999,1
147393297,1211725200,4,1089498753,1
872493928,3853548235,4,431074867,2
1568906171,696807763,1,872096360,1
2663732285,2080339447,2,2596622389,1
3062071405,1419853737,3,4137926653,1
831335779,72320264,3,853248,2
5779200,3973667033,0,3912339161,1
186190102,779716956,0,796494174,2
3939879637,2975071842,1,964807795,0
1085010305,1959402985,1,3421623192,1
3846259914,675162448,3,3171097466,2
2300032530,2963119713,0,968184947,0
188499734,1405785511,1,3077681519,0
4136165613,1052517757,0,893732458,1
4000399068,3975004377,0,3680436149,0
2333261334,259363102,1,2073898232,0
3909048017,3755599039,1,690319890,1
872111463,3195894908,2,981032036,1
1688632265,2252012556,0,3907123157,1
2009564655,2391229469,1,3914351058,1
1119050117,3677538486,0,1110591620,2
3808871110,3835822793,4,396673037,1
1353407393,2769601098,2,16896,0
4292829951,2673120318,1,1888144513,1
1975037419,1356998049,0,3332035468,0
1683649480,1702467530,2,1691882440,1
81149193,4219858679,2,8662017,0
594525510,3369821329,3,3959422423,0
1606137279,3838892233,3,4294704639,0
2899431001,3633322673,3,4237418233,1
3599336109,1211457936,3,3736986557,0
3883528910,2132121086,1,1751407824,0
1882509792,1464058798,2,662114894,2
317994277,3358420624,0,3676414901,0
129207055,3521510051,2,27363843,0
3144376950,3933799124,2,2859008596,0
3924319955,2019280368,1,2039257315,1
3430221464,2966777953,0,2135586809,1
3763254976,1391893413,0,860181093,0
2392682013,2675413054,1,2684354111,2
1416019880,2341846039,0,3749477183,1
464758071,4039639265,0,209430040,0
4158743791,1424106409,1,2734637382,0
2513794091,1174347147,0,3688143255,1
495735611,457870134,2,419959602,1
758869338,2810249295,3,2948296031,0
2935879261,4223627511,4,1430423210,0
3234125441,821660001,3,4110213091,1
1795259350,1009717624,0,2804976974,0
2772680266,2235060234,1,537620032,0
3636644529,1103193987,4,2533450542,2
3750294207,3855397579,4,977551476,0
465212727,1087647617,0,9438465,2
3710909626,2321665556,2,2355350544,1
2488943144,2729894981,4,921478765,0
2016095216,2480569383,3,4227563510,1
4185391858,3710304954,3,4252943098,0
3507455650,3073202798,2,1713560780,2
1450884524,931841903,0,2382738779,1
1277222296,2080425464,4,807409760,0
440804148,3119492723,4,2737413447,1
3172841594,2869352022,1,286712612,1
585538373,1103360899,1,3777144770,0
2378917915,1209626000,2,134834176,1
1912428003,2018759152,2,1884377572,1
1799485910,873866088,4,1599591102,1
4125899499,654656846,1,3470980573,1
3321377419,1383748516,3,3623514863,1
2478963239,626264394,4,3063280477,1
814719841,3468631197,2,9371649,0
1575354299,3700268217,2,980655220,2
1767937490,3715455162,1,2347449624,0
2743366727,491600698,4,3167440765,1
2596673077,354526506,2,268436576,1
1153058697,3266829445,1,2181196548,0
506065724,987258229,4,754034249,1
2004951535,1601716670,1,403235377,1
3453007515,513383741,4,3544787878,0
3915083474,4034585312,2,3797574336,1
2976230498,3815588038,3,3580751078,1
3921698515,1365901218,4,3098141041,1
2437341730,3477005470,0,1619379904,0
155704594,4008284381,0,4180766207,1
3163627641,2121917436,2,1007747192,1
1503039923,4069741797,3,4221031927,0
233568027,392518446,4,445549717,1
973728628,3836921033,4,3734712255,1
4212502774,3644859570,0,3562395016,1
1562646458,2143363583,3,2145728507,1
992958838,589094726,1,994041718,2
1924661221,832659811,1,1092001410,0
1338555295,3464357020,0,507945019,0
2731888197,2258387981,0,695308882,0
4239156473,2041664499,4,2233284362,0
3312743562,2048673268,3,4286346750,0
2053874164,502072635,2,409534768,0
48404741,1764335570,1,2577987955,1
4020927199,220895002,3,4020961247,0
1223536017,581324613,1,642211404,0
2100019706,868442983,0,1323868829,2
3234879617,1363808162,4,295327651,1
3902602449,969705843,1,680298577,2
836634979,996040566,1,1832675545,2
2988604516,3761430720,1,2686607424,2
4243515641,2486859304,3,3707690745,1
547572545,3046574187,4,3594146732,2
478930745,3682555574,2,403392048,0
2429891105,4276706557,2,2411630366,2
1440394667,2249438732,1,3754342303,1
319341350,1875245535,4,2093824761,0
2252974092,3974108377,2,2218786824,0
599082311,244365597,0,843439968,1
3120301171,3175787642,2,3108504690,0
180667669,1615935936,4,1788214485,0
1995812333,1735621582,1,1718692300,2
765464923,3092173424,0,3857640395,1
1762086866,3325049484,2,1074004640,1
1610265535,1198303118,1,411962417,0
1517966772,4240991993,4,2796696397,0
4284413694,1195740558,0,1185186956,0
628943690,1181826956,0,1810787030,1
1702489034,1560814522,4,1014221936,1
172883732,864664423,2,969163891,2
4247214842,269665568,1,4248297466,2
2519284268,2425788449,3,93495819,2
104713996,4031745760,4,4136459756,2
116591885,4076754661,1,334763560,1
3558512296,3360709776,4,474663480,0
3617889967,2810522703,2,1881256672,2
317570853,4146776814,3,4159700975,0
3782728898,2122913789,1,1659815109,0
1606815679,3457430172,2,3755360191,2
1037268347,2986202211,3,3187668315,1
1063065982,2378019867,1,220008474,2
3572945065,3777552578,1,4090359783,0
1067656063,1601186238,0,2635287861,1
1164320138,3726472380,4,2608556342,0
3490397344,1709714891,3,1074277504,2
2417378848,3371733137,0,1493882545,1
479670585,3253869699,0,3723967931,2
3042507370,3034377321,4,25433603,0
4154690799,650515789,0,510239292,0
780706141,3534685861,4,4230457336,0
2658376252,1512305076,1,1148168328,1
4034160864,3717274299,4,316886565,2
3833423560,3157215864,1,2754429512,2
1653358021,1159669130,2,493688891,2
292929314,3003875942,4,2726182208,1
1993133037,1365959074,0,3359092111,0
2115775996,2520231980,2,1443110956,1
3463150748,1018677625,4,2444473123,2
3150380663,1974121963,1,1176258696,1
2537717806,4277607677,3,4273446143,1
3534700197,3635357361,0,167778324,2
2382151195,1191433614,2,83932168,1
3808213189,1350526368,0,863313445,1
1359079842,3718164155,4,1358997666,2
881982313,2057407477,1,3119804404,1
4028785888,1848256476,4,2651472692,1
2174242307,3473110174,4,1352385185,2
1694720970,1898346978,0,337975848,2
130793743,1440136619,4,1377664164,0
1615515584,3027083368,3,3559354280,2
2894536281,556581698,0,3451117979,0
2542489647,3173997178,2,2500481194,1
1066398591,642948940,4,433941555,0
2146458111,4289536767,0,2144992510,1
2829224017,3538759845,4,4199528692,1
564794179,2830512721,2,3395306900,2
2344480279,2044006899,1,300473380,0
1880713696,1961069545,0,3841783241,0
2955931744,1941085671,3,4089445863,0
1388054437,3516129955,1,2166891778,0
912332652,2405036062,4,3107514226,0
1255692693,1135065479,0,2407537436,1
1751167440,770107739,2,1843853787,2
1642696131,3489482911,4,2920595933,1
2972764770,647569229,3,3082411887,0
3435892377,3786182339,0,2390236508,1
114437389,1315959708,4,1220140689,1
1873217503,3926082772,0,1504332979,0
3541067942,1065778559,1,2542365479,1
782067549,3057707628,3,3034443581,1
655213902,3157236856,0,3812450758,0
3073692782,923974510,0,3998207996,1
3314503819,3385977491,0,207534616,2
780419421,902803307,2,662962505,1
1342756768,1602471359,1,1342227872,2
4028585184,863274342,3,1937759716,1
2724783172,1147619208,0,3872402380,0
1237483411,1834990042,0,3072473453,0
698664275,2043039219,2,696533251,1
3753830591,3285026439,0,2743889734,0
3238298242,1290695065,0,1947603177,2
640057164,4262718204,4,672306256,2
1647242692,3972862681,0,4008706013,2
448261941,2828968017,3,3133140853,0
3019213927,525028158,4,3544242085,2
730506071,2292917265,1,2736883526,2
1138798983,1919547876,0,3058346859,0
4135241452,1640280515,1,1480554671,2
4135281388,85832970,1,4150110690,1
1297435034,2298495506,3,3595930540,2
4200558324,3286948999,1,968209011,2
2864960085,2180552707,3,2885409365,1
1241605012,3040971882,1,65536,2
66638599,2710186563,1,1651419332,0
2285668368,2979635299,1,3598902956,1
2736484934,1917794276,3,4083120102,0
3281972359,2739843654,1,542128705,0
1987289068,1457240493,0,3444398473,1
1819631064,708584276,2,674533712,1
5637376,2780392011,3,2784980811,0
2308399635,1058605438,0,3367006097,1
3553627815,992202102,2,1392512038,1
4159917295,848577893,1,3311339402,0
1242818964,1015289721,3,2123890525,1
1088037761,607153992,4,1694134217,2
3701768377,2309834771,2,1716635852,2
1393276838,3437225113,2,1074504832,0
1346470304,400038703,1,946431601,0
713199445,962642802,2,671121748,1
2626901561,845089636,3,3202310013,0
855636837,3495486112,2,274260512,0
1016540537,1564104122,0,470943032,2
4049077986,3224495232,1,824582754,0
1405808551,1429992874,4,384897545,1
1065188734,2964660833,4,2412273439,0
3558427304,1779148756,2,3221817984,1
659417422,1416083368,0,2075500790,0
2424678945,769844571,0,3194523516,0
673027920,900104043,3,1035992955,0
3902291153,923332462,2,537439328,1
1929614822,3682736311,0,1183166109,1
2022304241,1863237086,0,159067155,2
1776659923,576380228,0,2353040151,0
4197474548,734728023,3,3462746525,2
1833201114,1681713608,3,1836903898,0
1118440325,236346652,2,2189558020,1
3301383817,3439072921,1,3888842720,1
147461905,1648813508,3,1791932245,1
780652381,4128245484,0,947374193,2
3762581696,2121049084,2,1615077586,1
1629440962,2788168268,1,3136239926,1
2509881387,1515016628,4,3486814623,0
2356223000,1353668001,3,3707723193,0
3603134125,1562406842,4,2346948951,1
2771882570,2962795105,1,882829289,1
3567238825,487273786,2,336278568,0
122664718,2609558071,1,1810173143,1
1226670994,2354881048,0,3581552042,0
3133494389,3897803984,1,3530657765,1
237530908,3498668193,0,3736199101,0
1738472399,88997642,0,1827076827,1
827649890,3202882685,3,3215785855,1
3295277704,2591767092,3,3463183036,1
810299744,3140280950,3,3144479606,0
193349911,1398872486,0,3739698877,1
3388481683,1940242407,4,1033756794,2
3274885766,2896491097,2,2149630464,0
2423219744,3073797230,3,3078581870,0
3831038664,1634198466,0,1170269834,0
664892751,1628727234,1,3331132813,0
739852120,3563243176,3,3698981880,1
3703730361,373484844,4,3389038485,1
605456200,2428647969,2,131584,0
41372420,1355741089,2,4604672,0
763538779,3200425085,1,1858080990,0
1036103035,4106961641,3,3989565179,1
2599040565,671875920,0,3270916485,0
2947286111,1795968982,1,4021047263,2
2764076105,667832143,2,616580169,0
2813688911,4255404795,4,2853251412,2
3299570313,2728204869,1,575558724,1
1258160533,4062137060,1,1490728597,1
3280992903,3792421572,2,3255550596,0
1546796984,2642343482,3,3699310522,1
2254280716,4027146464,1,3059005228,1
272081184,1844892123,2,3571968,0
1704630731,3455898267,4,1167626379,2
2610450999,2791838284,0,1115841667,1
2612004919,2745218119,4,806665456,1
3836691145,1201520015,3,1706819535,1
368423723,3248448131,4,3295336872,1
2257852941,1665697734,3,3889995727,0
3028165736,334428455,2,3362594191,2
281495841,3569020585,4,1007442552,2
3298994313,1609388991,3,1151336585,2
798881631,459616566,3,1073608575,0
1112492932,1782320596,2,1108084900,1
695079250,3541125286,2,16777218,0
739170648,3764158656,1,1269977234,1
3699000504,98497291,1,3600503213,0
4124499179,2718682692,4,1474106031,0
698219859,1409264039,3,1543495031,1
3868435661,3328102028,0,3975312217,1
2008638959,2905778778,2,875569354,1
3967040216,2023628785,4,2498372905,0
3151850103,402714928,3,3151887223,0
871787367,2296519185,3,3151395703,1
842512740,3266918533,2,36780036,0
2377302555,1282334616,2,203604504,0
3015621735,1512832948,3,4223664119,0
1860734429,701515603,0,2562250032,0
1419616681,1646755780,4,1992294381,2
415880497,3971346137,3,4244504569,0
3076542574,196326679,3,3219387775,1
847735141,3180277883,3,3213846911,1
1088387969,3306052746,0,99473419,0
3793539780,1491545521,3,2301994259,2
418154801,2137453566,3,2146368511,0
802971999,3800087237,3,3990682591,1
2747115591,1717219788,2,572039236,0
1086004609,1882356192,3,1908113381,1
3759784640,2234553354,1,1525231286,0
3009204838,679658321,2,536920640,0
3594815660,2513787947,0,1813636311,0
736104279,2432939042,4,3102194549,1
61497607,4120346859,4,4156547567,2
3664387764,1752116176,0,1120488092,1
1867283422,2074296311,0,3941579733,0
2289241616,679657809,2,134348816,0
3538731173,2906559066,2,2150322943,2
2027006449,194760983,2,143720721,1
83484937,2344957463,2,12656641,0
646412621,840137572,0,345244201,2
2403025950,4167346928,0,2274881422,1
2924268124,1130010502,3,4054278626,2
507321148,1771579859,4,2007315151,1
1859956189,2799026765,1,3357993874,1
897338730,1852091356,0,2749425990,1
738257240,813259616,3,1014627192,0
1414694824,995422070,3,2135355358,1
3227389056,3710220986,4,1568371770,1
2007119343,1026912634,2,1251427477,2
704602963,4207017717,1,792487006,1
2755822664,1838181851,0,30601827,1
2107832827,3625616048,2,1476559024,0
3861603020,3840532169,2,3827892936,1
214275865,3631898800,1,812332649,1
4032919264,3871048397,3,4143707901,1
3396258964,2265495566,0,2181597188,2
1235366291,1664144326,3,1807119317,1
3132941941,98853643,3,3231795584,2
2983181411,2862812757,0,1559416504,1
4180733682,4110417129,3,4240424699,1
740099416,3470077597,2,219483160,1
2713366595,2898125401,2,2727912513,1
3657020595,3991925467,3,3353978766,2
2827270737,1749823952,2,3905731537,2
2461940261,1664996294,2,37491204,0
1820350425,3149972087,3,4089501695,1
3826761416,2577861683,3,4256677627,0
2427555873,1911895523,2,280039457,0
3878957774,4226653431,3,4294819583,0
1748711376,2921521244,2,674373712,1
380518189,1051278717,4,672596560,1
19583746,3980322522,3,3980326874,0
288968482,224512,3,3510333216,1
2583999028,1125523334,0,3709522362,0
4111306474,2033411570,3,4248825850,0
235921692,4012451550,1,1055308350,1
3222531200,3183092859,1,39438341,0
2221025288,625498954,0,2846524242,0
3771863745,3294520456,2,3226599552,0
1839995355,2783958603,0,328986662,0
3826675400,904438635,1,2922236765,0
2630154809,2187556356,2,2152755840,1
3949210326,3181320827,1,767889499,0
100064011,680187729,0,780251740,0
1478439856,1468123567,2,262076959,2
1896515554,2458734629,3,3817330631,2
3614979246,3628492976,2,3528466464,1
705923412,908985708,2,570556740,0
3138951798,2870244438,4,269282996,1
2096901625,266849055,2,216271641,1
1250857365,2164337666,3,3415195031,0
2278653967,3855171787,4,1645789380,0
2037974514,1850444252,2,1749615056,0
2949599327,2651898428,0,1306563227,1
779329884,2975352418,4,3212568446,2
3308004490,1166568843,4,2158250241,0
113431309,527295806,3,535820095,0
2711964739,564271939,0,3276236678,0
1119864197,4080048870,2,1378926596,1
3452621979,3931334868,4,1738128463,1
1191469966,2027841009,0,3219310943,1
2030798322,129085711,2,21070082,1
3730266812,3561685672,0,3561161384,2
3498110625,1867387870,2,1073750912,1
676861776,3701206713,2,135792144,0
2155567104,2102487034,4,3711581178,1
3773481665,3385090707,0,3233825409,2
3972911833,3847768778,3,3990739675,0
1818512856,801202015,2,2619714871,2
1809459159,2534349358,2,48841221,2
3564527784,2207619591,0,1477180079,0
2422006304,848163685,4,2731610437,0
2715510339,637900108,1,2077606135,1
1308184987,1752477648,3,3850674635,2
1052938109,2954070112,4,2396063517,0
2223340553,1640425923,0,3846411722,2
1308345243,4248531706,1,1354780833,0
1041642876,193462551,2,167772436,0
585347397,795807582,0,1381154979,0
2882208343,3793161924,2,2380402971,2
1175438220,2832324177,4,4007531981,1
2908370010,2555048496,3,2286563344,2
2998543973,3073706606,0,1777283283,0
1868355038,3058582636,2,642516044,1
955106673,1834197978,3,2147477499,1
1817882584,205218584,4,1617020032,1
812797792,3855506635,0,2520820779,1
3700838585,2490918952,0,2484092968,2
1752706000,3957830871,1,2089842425,0
1620641217,567489347,0,1053151870,2
297216,3321882251,3,3321884555,0
1920915428,4116536042,4,2267254030,0
2468172838,2647715387,4,248363549,0
3926037716,403194160,1,3522843556,0
3904190161,3261761668,3,3942629077,0
2672412734,335609128,3,2673474622,1
223846170,3220058239,3,3221208959,0
4168138480,1775005651,2,1749069524,1
2257893389,151724306,1,2106169083,0
3990258907,3710070458,1,280188457,1
187526934,2923059292,1,1559434938,0
3509118626,1972214763,4,2762308937,0
3959385303,1589285309,1,2370099994,0
3811601606,3468676765,2,3392162948,1
431038259,2941011550,4,3070056813,0
2220647944,347449129,1,2431238433,2
1931326438,1655551941,3,1941813223,0
2349785112,3348020367,3,2374958751,1
3363902609,802610527,2,142742545,1
313041701,589984070,1,4026413535,1
3210996862,1106604931,2,23142466,1
3126148724,3330529933,1,2161711361,2
2202512390,1848179164,3,4025220574,1
1117191045,4140686061,2,1107613837,1
4010965726,3674122421,2,3392284818,1
4069713637,2588870708,4,1759375057,0
